date,home,away,winner,loser,winner_pts,loser_pts
2026-05-29,Cleveland Guardians,Boston Red Sox,Cleveland Guardians,Boston Red Sox,4,3
2026-05-29,Tampa Bay Rays,Los Angeles Angels,Tampa Bay Rays,Los Angeles Angels,8,5
2026-05-29,New York Mets,Miami Marlins,New York Mets,Miami Marlins,9,7
2026-05-29,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,6,5
2026-05-29,Chicago White Sox,Detroit Tigers,Chicago White Sox,Detroit Tigers,4,3
2026-05-29,Texas Rangers,Kansas City Royals,Texas Rangers,Kansas City Royals,9,1
2026-05-29,Houston Astros,Milwaukee Brewers,Milwaukee Brewers,Houston Astros,5,4
2026-05-29,Colorado Rockies,San Francisco Giants,Colorado Rockies,San Francisco Giants,8,6
2026-05-29,Athletics,New York Yankees,New York Yankees,Athletics,8,2
2026-05-29,Seattle Mariners,Arizona Diamondbacks,Seattle Mariners,Arizona Diamondbacks,7,6
2026-05-29,Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia Phillies,4,2
2026-05-30,Chicago White Sox,Detroit Tigers,Chicago White Sox,Detroit Tigers,7,1
2026-05-30,Washington Nationals,San Diego Padres,Washington Nationals,San Diego Padres,9,4
2026-05-30,Texas Rangers,Kansas City Royals,Texas Rangers,Kansas City Royals,7,6
2026-05-30,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,6,5
2026-05-30,Pittsburgh Pirates,Minnesota Twins,Pittsburgh Pirates,Minnesota Twins,10,9
2026-05-30,Cleveland Guardians,Boston Red Sox,Boston Red Sox,Cleveland Guardians,9,1
2026-05-30,Tampa Bay Rays,Los Angeles Angels,Los Angeles Angels,Tampa Bay Rays,13,3
2026-05-30,New York Mets,Miami Marlins,New York Mets,Miami Marlins,6,1
2026-05-30,Houston Astros,Milwaukee Brewers,Houston Astros,Milwaukee Brewers,9,2
2026-05-30,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,St. Louis Cardinals,6,1
2026-05-30,Cincinnati Reds,Atlanta Braves,Atlanta Braves,Cincinnati Reds,5,2
2026-05-30,Colorado Rockies,San Francisco Giants,Colorado Rockies,San Francisco Giants,8,3
2026-05-30,Athletics,New York Yankees,Athletics,New York Yankees,6,4
2026-05-30,Seattle Mariners,Arizona Diamondbacks,Seattle Mariners,Arizona Diamondbacks,5,1
2026-05-30,Los Angeles Dodgers,Philadelphia Phillies,Philadelphia Phillies,Los Angeles Dodgers,4,3
2026-05-31,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,9,5
2026-05-31,Washington Nationals,San Diego Padres,Washington Nationals,San Diego Padres,4,2
2026-05-31,Pittsburgh Pirates,Minnesota Twins,Pittsburgh Pirates,Minnesota Twins,9,3
2026-05-31,Cleveland Guardians,Boston Red Sox,Boston Red Sox,Cleveland Guardians,9,4
2026-05-31,Tampa Bay Rays,Los Angeles Angels,Tampa Bay Rays,Los Angeles Angels,5,2
2026-05-31,Cincinnati Reds,Atlanta Braves,Cincinnati Reds,Atlanta Braves,6,4
2026-05-31,New York Mets,Miami Marlins,New York Mets,Miami Marlins,10,1
2026-05-31,Chicago White Sox,Detroit Tigers,Chicago White Sox,Detroit Tigers,2,1
2026-05-31,Houston Astros,Milwaukee Brewers,Milwaukee Brewers,Houston Astros,2,0
2026-05-31,Texas Rangers,Kansas City Royals,Texas Rangers,Kansas City Royals,6,3
2026-05-31,Colorado Rockies,San Francisco Giants,San Francisco Giants,Colorado Rockies,16,6
2026-05-31,Athletics,New York Yankees,New York Yankees,Athletics,13,8
2026-05-31,Seattle Mariners,Arizona Diamondbacks,Seattle Mariners,Arizona Diamondbacks,3,2
2026-05-31,Los Angeles Dodgers,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia Phillies,9,1
2026-05-31,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,5,1
2026-06-01,Tampa Bay Rays,Detroit Tigers,Detroit Tigers,Tampa Bay Rays,10,9
2026-06-01,Washington Nationals,Miami Marlins,Miami Marlins,Washington Nationals,7,3
2026-06-01,Cincinnati Reds,Kansas City Royals,Kansas City Royals,Cincinnati Reds,9,2
2026-06-01,Minnesota Twins,Chicago White Sox,Minnesota Twins,Chicago White Sox,9,6
2026-06-01,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,12,2
2026-06-01,St. Louis Cardinals,Texas Rangers,Texas Rangers,St. Louis Cardinals,2,1
2026-06-01,Los Angeles Angels,Colorado Rockies,Colorado Rockies,Los Angeles Angels,9,8
2026-06-01,Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,4,1
2026-06-01,Seattle Mariners,New York Mets,Seattle Mariners,New York Mets,3,2
2026-06-02,Tampa Bay Rays,Detroit Tigers,Detroit Tigers,Tampa Bay Rays,8,0
2026-06-02,Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,San Diego Padres,3,2
2026-06-02,Boston Red Sox,Baltimore Orioles,Baltimore Orioles,Boston Red Sox,4,2
2026-06-02,Washington Nationals,Miami Marlins,Miami Marlins,Washington Nationals,7,3
2026-06-02,New York Yankees,Cleveland Guardians,Cleveland Guardians,New York Yankees,9,4
2026-06-02,Cincinnati Reds,Kansas City Royals,Cincinnati Reds,Kansas City Royals,4,3
2026-06-02,Atlanta Braves,Toronto Blue Jays,Atlanta Braves,Toronto Blue Jays,4,3
2026-06-02,Minnesota Twins,Chicago White Sox,Minnesota Twins,Chicago White Sox,6,4
2026-06-02,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,8,3
2026-06-02,St. Louis Cardinals,Texas Rangers,Texas Rangers,St. Louis Cardinals,7,4
2026-06-02,Chicago Cubs,Athletics,Athletics,Chicago Cubs,2,1
2026-06-02,Houston Astros,Pittsburgh Pirates,Pittsburgh Pirates,Houston Astros,10,6
2026-06-02,Los Angeles Angels,Colorado Rockies,Colorado Rockies,Los Angeles Angels,8,2
2026-06-02,Arizona Diamondbacks,Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,6,5
2026-06-02,Seattle Mariners,New York Mets,Seattle Mariners,New York Mets,8,3
2026-06-03,Washington Nationals,Miami Marlins,Miami Marlins,Washington Nationals,4,1
2026-06-03,Tampa Bay Rays,Detroit Tigers,Detroit Tigers,Tampa Bay Rays,7,2
2026-06-03,Minnesota Twins,Chicago White Sox,Chicago White Sox,Minnesota Twins,8,0
2026-06-03,Seattle Mariners,New York Mets,New York Mets,Seattle Mariners,7,1
2026-06-03,Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,San Diego Padres,3,2
2026-06-03,Boston Red Sox,Baltimore Orioles,Boston Red Sox,Baltimore Orioles,8,1
2026-06-03,New York Yankees,Cleveland Guardians,Cleveland Guardians,New York Yankees,5,4
2026-06-03,Cincinnati Reds,Kansas City Royals,Kansas City Royals,Cincinnati Reds,5,2
2026-06-03,Atlanta Braves,Toronto Blue Jays,Atlanta Braves,Toronto Blue Jays,7,3
2026-06-03,Milwaukee Brewers,San Francisco Giants,San Francisco Giants,Milwaukee Brewers,1,0
2026-06-03,St. Louis Cardinals,Texas Rangers,St. Louis Cardinals,Texas Rangers,5,3
2026-06-03,Chicago Cubs,Athletics,Athletics,Chicago Cubs,5,4
2026-06-03,Houston Astros,Pittsburgh Pirates,Houston Astros,Pittsburgh Pirates,11,9
2026-06-03,Los Angeles Angels,Colorado Rockies,Los Angeles Angels,Colorado Rockies,11,4
2026-06-03,Arizona Diamondbacks,Los Angeles Dodgers,Los Angeles Dodgers,Arizona Diamondbacks,7,0
2026-06-04,Philadelphia Phillies,San Diego Padres,Philadelphia Phillies,San Diego Padres,6,4
2026-06-04,Boston Red Sox,Baltimore Orioles,Baltimore Orioles,Boston Red Sox,8,2
2026-06-04,New York Yankees,Cleveland Guardians,New York Yankees,Cleveland Guardians,2,1
2026-06-04,Milwaukee Brewers,San Francisco Giants,San Francisco Giants,Milwaukee Brewers,12,9
2026-06-04,Atlanta Braves,Toronto Blue Jays,Toronto Blue Jays,Atlanta Braves,7,2
2026-06-04,Minnesota Twins,Kansas City Royals,Kansas City Royals,Minnesota Twins,8,6
2026-06-04,Chicago Cubs,Athletics,Chicago Cubs,Athletics,7,6
2026-06-04,Houston Astros,Pittsburgh Pirates,Pittsburgh Pirates,Houston Astros,5,1
2026-06-04,Arizona Diamondbacks,Los Angeles Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,3,2
2026-06-05,Chicago Cubs,San Francisco Giants,San Francisco Giants,Chicago Cubs,13,3
2026-06-05,Detroit Tigers,Seattle Mariners,Detroit Tigers,Seattle Mariners,7,3
2026-06-05,Philadelphia Phillies,Chicago White Sox,Philadelphia Phillies,Chicago White Sox,8,6
2026-06-05,New York Yankees,Boston Red Sox,Boston Red Sox,New York Yankees,5,3
2026-06-05,Toronto Blue Jays,Baltimore Orioles,Baltimore Orioles,Toronto Blue Jays,13,3
2026-06-05,Miami Marlins,Tampa Bay Rays,Tampa Bay Rays,Miami Marlins,6,0
2026-06-05,Atlanta Braves,Pittsburgh Pirates,Atlanta Braves,Pittsburgh Pirates,6,3
2026-06-05,Houston Astros,Athletics,Houston Astros,Athletics,5,1
2026-06-05,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,10,3
2026-06-05,Texas Rangers,Cleveland Guardians,Texas Rangers,Cleveland Guardians,3,2
2026-06-05,Minnesota Twins,Kansas City Royals,Minnesota Twins,Kansas City Royals,5,3
2026-06-05,Colorado Rockies,Milwaukee Brewers,Milwaukee Brewers,Colorado Rockies,9,7
2026-06-05,Arizona Diamondbacks,Washington Nationals,Washington Nationals,Arizona Diamondbacks,11,1
2026-06-05,San Diego Padres,New York Mets,New York Mets,San Diego Padres,5,0
2026-06-05,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers,Los Angeles Angels,1,0
2026-06-06,Detroit Tigers,Seattle Mariners,Seattle Mariners,Detroit Tigers,4,0
2026-06-06,Minnesota Twins,Kansas City Royals,Kansas City Royals,Minnesota Twins,3,2
2026-06-06,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,6,5
2026-06-06,Chicago Cubs,San Francisco Giants,Chicago Cubs,San Francisco Giants,3,2
2026-06-06,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,6,4
2026-06-06,Philadelphia Phillies,Chicago White Sox,Chicago White Sox,Philadelphia Phillies,6,3
2026-06-06,Arizona Diamondbacks,Washington Nationals,Washington Nationals,Arizona Diamondbacks,6,1
2026-06-06,Houston Astros,Athletics,Houston Astros,Athletics,12,2
2026-06-06,Atlanta Braves,Pittsburgh Pirates,Atlanta Braves,Pittsburgh Pirates,6,3
2026-06-06,Miami Marlins,Tampa Bay Rays,Miami Marlins,Tampa Bay Rays,4,3
2026-06-06,Texas Rangers,Cleveland Guardians,Cleveland Guardians,Texas Rangers,6,0
2026-06-06,Colorado Rockies,Milwaukee Brewers,Milwaukee Brewers,Colorado Rockies,7,1
2026-06-06,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Dodgers,Los Angeles Angels,9,2
2026-06-06,San Diego Padres,New York Mets,San Diego Padres,New York Mets,3,2
2026-06-07,Atlanta Braves,Pittsburgh Pirates,Atlanta Braves,Pittsburgh Pirates,3,2
2026-06-07,Philadelphia Phillies,Chicago White Sox,Philadelphia Phillies,Chicago White Sox,9,5
2026-06-07,New York Yankees,Boston Red Sox,New York Yankees,Boston Red Sox,6,1
2026-06-07,Toronto Blue Jays,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,6,4
2026-06-07,Detroit Tigers,Seattle Mariners,Detroit Tigers,Seattle Mariners,5,4
2026-06-07,Miami Marlins,Tampa Bay Rays,Miami Marlins,Tampa Bay Rays,4,1
2026-06-07,Houston Astros,Athletics,Athletics,Houston Astros,5,0
2026-06-07,Minnesota Twins,Kansas City Royals,Kansas City Royals,Minnesota Twins,6,5
2026-06-07,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,5,3
2026-06-07,Texas Rangers,Cleveland Guardians,Texas Rangers,Cleveland Guardians,10,0
2026-06-07,Colorado Rockies,Milwaukee Brewers,Milwaukee Brewers,Colorado Rockies,12,4
2026-06-07,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks,Washington Nationals,5,1
2026-06-07,Los Angeles Dodgers,Los Angeles Angels,Los Angeles Angels,Los Angeles Dodgers,13,5
2026-06-07,San Diego Padres,New York Mets,New York Mets,San Diego Padres,7,3
2026-06-07,Chicago Cubs,San Francisco Giants,San Francisco Giants,Chicago Cubs,2,1
2026-06-08,Baltimore Orioles,Seattle Mariners,Seattle Mariners,Baltimore Orioles,6,3
2026-06-08,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,Boston Red Sox,3,1
2026-06-08,Cleveland Guardians,New York Yankees,New York Yankees,Cleveland Guardians,7,5
2026-06-08,Toronto Blue Jays,Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,5,2
2026-06-08,Los Angeles Angels,Houston Astros,Houston Astros,Los Angeles Angels,5,4
2026-06-08,San Diego Padres,Cincinnati Reds,San Diego Padres,Cincinnati Reds,6,2
2026-06-08,San Francisco Giants,Washington Nationals,Washington Nationals,San Francisco Giants,4,3
2026-06-08,Athletics,Milwaukee Brewers,Milwaukee Brewers,Athletics,15,14
2026-06-09,Baltimore Orioles,Seattle Mariners,Seattle Mariners,Baltimore Orioles,6,5
2026-06-09,Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,12,3
2026-06-09,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,Boston Red Sox,4,3
2026-06-09,Detroit Tigers,Minnesota Twins,Detroit Tigers,Minnesota Twins,10,4
2026-06-09,Miami Marlins,Arizona Diamondbacks,Miami Marlins,Arizona Diamondbacks,10,6
2026-06-09,Cleveland Guardians,New York Yankees,New York Yankees,Cleveland Guardians,3,2
2026-06-09,Toronto Blue Jays,Philadelphia Phillies,Toronto Blue Jays,Philadelphia Phillies,3,2
2026-06-09,New York Mets,St. Louis Cardinals,St. Louis Cardinals,New York Mets,7,0
2026-06-09,Kansas City Royals,Texas Rangers,Kansas City Royals,Texas Rangers,5,3
2026-06-09,Chicago White Sox,Atlanta Braves,Chicago White Sox,Atlanta Braves,6,5
2026-06-09,Colorado Rockies,Chicago Cubs,Colorado Rockies,Chicago Cubs,7,3
2026-06-09,Los Angeles Angels,Houston Astros,Los Angeles Angels,Houston Astros,10,1
2026-06-09,San Diego Padres,Cincinnati Reds,Cincinnati Reds,San Diego Padres,5,3
2026-06-09,San Francisco Giants,Washington Nationals,Washington Nationals,San Francisco Giants,6,3
2026-06-09,Athletics,Milwaukee Brewers,Athletics,Milwaukee Brewers,7,5
2026-06-10,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,Boston Red Sox,7,5
2026-06-10,Cleveland Guardians,New York Yankees,New York Yankees,Cleveland Guardians,8,4
2026-06-10,San Francisco Giants,Washington Nationals,San Francisco Giants,Washington Nationals,11,10
2026-06-10,San Diego Padres,Cincinnati Reds,San Diego Padres,Cincinnati Reds,5,4
2026-06-10,Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Seattle Mariners,7,2
2026-06-10,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,9,8
2026-06-10,Detroit Tigers,Minnesota Twins,Minnesota Twins,Detroit Tigers,6,4
2026-06-10,Miami Marlins,Arizona Diamondbacks,Miami Marlins,Arizona Diamondbacks,8,0
2026-06-10,Toronto Blue Jays,Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,7,4
2026-06-10,New York Mets,St. Louis Cardinals,St. Louis Cardinals,New York Mets,9,2
2026-06-10,Kansas City Royals,Texas Rangers,Texas Rangers,Kansas City Royals,6,4
2026-06-10,Chicago White Sox,Atlanta Braves,Chicago White Sox,Atlanta Braves,2,1
2026-06-10,Colorado Rockies,Chicago Cubs,Colorado Rockies,Chicago Cubs,3,2
2026-06-10,Athletics,Milwaukee Brewers,Athletics,Milwaukee Brewers,4,3
2026-06-10,Los Angeles Angels,Houston Astros,Los Angeles Angels,Houston Astros,3,2
2026-06-11,New York Mets,St. Louis Cardinals,New York Mets,St. Louis Cardinals,5,4
2026-06-11,Detroit Tigers,Minnesota Twins,Detroit Tigers,Minnesota Twins,10,0
2026-06-11,Miami Marlins,Arizona Diamondbacks,Miami Marlins,Arizona Diamondbacks,2,0
2026-06-11,Kansas City Royals,Texas Rangers,Texas Rangers,Kansas City Royals,4,2
2026-06-11,Colorado Rockies,Chicago Cubs,Chicago Cubs,Colorado Rockies,9,3
2026-06-11,Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,8,6
2026-06-11,Baltimore Orioles,Seattle Mariners,Baltimore Orioles,Seattle Mariners,7,5
2026-06-12,Pittsburgh Pirates,Miami Marlins,Miami Marlins,Pittsburgh Pirates,8,3
2026-06-12,Washington Nationals,Seattle Mariners,Seattle Mariners,Washington Nationals,10,2
2026-06-12,Baltimore Orioles,San Diego Padres,Baltimore Orioles,San Diego Padres,7,3
2026-06-12,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,Detroit Tigers,3,2
2026-06-12,Boston Red Sox,Texas Rangers,Boston Red Sox,Texas Rangers,10,1
2026-06-12,Cincinnati Reds,Arizona Diamondbacks,Arizona Diamondbacks,Cincinnati Reds,5,2
2026-06-12,New York Mets,Atlanta Braves,New York Mets,Atlanta Braves,7,5
2026-06-12,Toronto Blue Jays,New York Yankees,Toronto Blue Jays,New York Yankees,8,5
2026-06-12,Chicago White Sox,Los Angeles Dodgers,Chicago White Sox,Los Angeles Dodgers,8,2
2026-06-12,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,Philadelphia Phillies,6,0
2026-06-12,Kansas City Royals,Houston Astros,Houston Astros,Kansas City Royals,10,8
2026-06-12,Minnesota Twins,St. Louis Cardinals,Minnesota Twins,St. Louis Cardinals,9,8
2026-06-12,Los Angeles Angels,Tampa Bay Rays,Los Angeles Angels,Tampa Bay Rays,4,3
2026-06-12,Athletics,Colorado Rockies,Athletics,Colorado Rockies,6,4
2026-06-12,San Francisco Giants,Chicago Cubs,Chicago Cubs,San Francisco Giants,5,1
2026-06-13,Minnesota Twins,St. Louis Cardinals,St. Louis Cardinals,Minnesota Twins,9,6
2026-06-13,Toronto Blue Jays,New York Yankees,New York Yankees,Toronto Blue Jays,3,1
2026-06-13,Baltimore Orioles,San Diego Padres,San Diego Padres,Baltimore Orioles,9,3
2026-06-13,Washington Nationals,Seattle Mariners,Washington Nationals,Seattle Mariners,8,3
2026-06-13,Pittsburgh Pirates,Miami Marlins,Pittsburgh Pirates,Miami Marlins,3,2
2026-06-13,Cincinnati Reds,Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks,2,1
2026-06-13,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,Detroit Tigers,3,1
2026-06-13,Boston Red Sox,Texas Rangers,Boston Red Sox,Texas Rangers,6,3
2026-06-13,New York Mets,Atlanta Braves,Atlanta Braves,New York Mets,3,1
2026-06-13,Chicago White Sox,Los Angeles Dodgers,Los Angeles Dodgers,Chicago White Sox,7,1
2026-06-13,Kansas City Royals,Houston Astros,Houston Astros,Kansas City Royals,8,7
2026-06-13,Milwaukee Brewers,Philadelphia Phillies,Philadelphia Phillies,Milwaukee Brewers,9,8
2026-06-13,Athletics,Colorado Rockies,Athletics,Colorado Rockies,7,5
2026-06-13,San Francisco Giants,Chicago Cubs,Chicago Cubs,San Francisco Giants,6,1
2026-06-13,Los Angeles Angels,Tampa Bay Rays,Los Angeles Angels,Tampa Bay Rays,8,0
2026-06-14,Pittsburgh Pirates,Miami Marlins,Miami Marlins,Pittsburgh Pirates,4,2
2026-06-14,Baltimore Orioles,San Diego Padres,San Diego Padres,Baltimore Orioles,5,2
2026-06-14,Washington Nationals,Seattle Mariners,Washington Nationals,Seattle Mariners,10,1
2026-06-14,Toronto Blue Jays,New York Yankees,New York Yankees,Toronto Blue Jays,8,3
2026-06-14,Cincinnati Reds,Arizona Diamondbacks,Arizona Diamondbacks,Cincinnati Reds,5,3
2026-06-14,New York Mets,Atlanta Braves,New York Mets,Atlanta Braves,8,1
2026-06-14,Kansas City Royals,Houston Astros,Kansas City Royals,Houston Astros,4,0
2026-06-14,Minnesota Twins,St. Louis Cardinals,Minnesota Twins,St. Louis Cardinals,5,4
2026-06-14,Chicago White Sox,Los Angeles Dodgers,Chicago White Sox,Los Angeles Dodgers,6,4
2026-06-14,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,Philadelphia Phillies,4,0
2026-06-14,Athletics,Colorado Rockies,Colorado Rockies,Athletics,19,9
2026-06-14,San Francisco Giants,Chicago Cubs,San Francisco Giants,Chicago Cubs,5,1
2026-06-14,Los Angeles Angels,Tampa Bay Rays,Tampa Bay Rays,Los Angeles Angels,8,3
2026-06-14,Boston Red Sox,Texas Rangers,Texas Rangers,Boston Red Sox,6,4
2026-06-15,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,Miami Marlins,7,0
2026-06-15,Washington Nationals,Kansas City Royals,Washington Nationals,Kansas City Royals,7,3
2026-06-15,Cincinnati Reds,New York Mets,Cincinnati Reds,New York Mets,10,0
2026-06-15,St. Louis Cardinals,San Diego Padres,St. Louis Cardinals,San Diego Padres,3,0
2026-06-15,Chicago Cubs,Colorado Rockies,Chicago Cubs,Colorado Rockies,5,4
2026-06-15,Texas Rangers,Minnesota Twins,Minnesota Twins,Texas Rangers,4,2
2026-06-15,Houston Astros,Detroit Tigers,Detroit Tigers,Houston Astros,9,3
2026-06-15,Arizona Diamondbacks,Los Angeles Angels,Arizona Diamondbacks,Los Angeles Angels,4,3
2026-06-15,Athletics,Pittsburgh Pirates,Athletics,Pittsburgh Pirates,11,2
2026-06-15,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers,Tampa Bay Rays,4,3
2026-06-16,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,Miami Marlins,8,2
2026-06-16,Washington Nationals,Kansas City Royals,Washington Nationals,Kansas City Royals,6,4
2026-06-16,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays,Boston Red Sox,6,1
2026-06-16,New York Yankees,Chicago White Sox,New York Yankees,Chicago White Sox,12,2
2026-06-16,Cincinnati Reds,New York Mets,Cincinnati Reds,New York Mets,5,3
2026-06-16,Atlanta Braves,San Francisco Giants,San Francisco Giants,Atlanta Braves,7,2
2026-06-16,Milwaukee Brewers,Cleveland Guardians,Milwaukee Brewers,Cleveland Guardians,2,1
2026-06-16,St. Louis Cardinals,San Diego Padres,St. Louis Cardinals,San Diego Padres,3,2
2026-06-16,Chicago Cubs,Colorado Rockies,Colorado Rockies,Chicago Cubs,5,2
2026-06-16,Texas Rangers,Minnesota Twins,Minnesota Twins,Texas Rangers,12,2
2026-06-16,Houston Astros,Detroit Tigers,Houston Astros,Detroit Tigers,4,2
2026-06-16,Arizona Diamondbacks,Los Angeles Angels,Los Angeles Angels,Arizona Diamondbacks,7,0
2026-06-16,Athletics,Pittsburgh Pirates,Pittsburgh Pirates,Athletics,6,5
2026-06-16,Seattle Mariners,Baltimore Orioles,Seattle Mariners,Baltimore Orioles,3,1
2026-06-16,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers,Tampa Bay Rays,1,0
2026-06-17,Cincinnati Reds,New York Mets,New York Mets,Cincinnati Reds,9,1
